address,price,gross_tax,strata_maintenance_fees,bedrooms,bathrooms,property_type,property_age,title,heating_type,feature,amenities,appliances,community,days_on_rew,property_views,mls®_number,source,frontage,lot_size,year_built,depth,half_bathrooms,lot_width,lot_length,age,bungalow,storey,basement,laneway_house,garage,split_entry
1444 Sandhurst Place,4980000,13776,,4.0,4.0,house,,freehold nonstrata,"baseboard,forced air,natural gas","drapes/window coverings, garage door opener, security system, smoke alarm",golf course nearby,"microwave, washer/dryer/fridge/stove/dishwasher",chartwell,245 days,531.0,r2714016,rebgv,0.00 feet,,1970,,1.0,,,53.0,0,2,1,0,1,0
2533 Westhill Drive,10980000,37923,,6.0,7.0,house,,freehold nonstrata,radiant,"garage door opener, oven - built in, security system","air conditioning, swimming pool equipment",washer/dryer/fridge/stove/dishwasher,westhill,93 days,389.0,r2746532,rebgv,166.00 feet,24192,2009,0.00,1.0,166,166,14.0,0,2,1,0,1,0
305 Oceanview Road,3700000,4987,,4.0,4.0,house,,,,"breakfast bar, exercise area, patio, vaulted ceilings, walk-in closet, wet bar","boating, hiking, ocean",,lions bay,93 days,1346.0,sirc798436,sotheby's international realty,,,1977,,0.0,,,46.0,-1,-1,-1,-1,0,-1
1449 Mathers Avenue,3680000,7517,,5.0,3.0,house,,freehold nonstrata,,,"recreation nearby, shopping nearby",,ambleside,245 days,725.0,r2710873,rebgv,97.50 feet,,1943,,0.0,,,80.0,0,2,1,0,-1,0
1071 Groveland Road,16800000,57924,,7.0,6.0,house,,freehold nonstrata,"hot water,natural gas,radiant","jetted bathtub, sprinkler - inground","golf course nearby, sauna, storage, swimming pool equipment","disposal - waste, in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",british properties,245 days,2255.0,r2532871,rebgv,115.00 feet,27094,2014,240,2.0,115,115,9.0,0,2,1,0,0,0
65 Laurie Crescent,5888000,5175,,6.0,6.0,house,,freehold nonstrata,"heat recovery ventilator, natural gas,radiant","drapes/window coverings, elevator, heat recovery ventilator, oven - built in, smoke alarm, sprinkler - fire, sprinkler - inground, vacuum - built in","air conditioning, golf course nearby, recreation nearby, sauna, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher",glenmore,93 days,1277.0,r2746341,rebgv,90.45 feet,14677,2023,179.45,1.0,90,90,0.0,0,2,1,0,0,0
4791 Westwood Place,3780000,8429,,5.0,4.0,house,,freehold nonstrata,"hot water,natural gas",cul-de-sac,"hot tub, shopping nearby",,cypress park estates,245 days,1473.0,r2684338,rebgv,60.00 feet,16157,1988,221,1.0,60,60,35.0,0,2,1,0,0,0
3255 Mathers Avenue,7988000,0,,5.0,6.0,house,,freehold nonstrata,radiant,wet bar,"central air conditioning, recreation nearby, sauna, shopping nearby, storage, swimming pool equipment","washer/dryer/fridge/stove/dishwasher, wine cooler",westmount west,245 days,1103.0,r2660352,rebgv,0.00 feet,,2014,,1.0,,,9.0,0,2,1,0,0,0
4656 Decourcy Court,6560000,17856,,5.0,5.0,house,,freehold nonstrata,"forced air,hot water,radiant","cul-de-sac, drapes/window coverings, fireplace insert, security system, smoke alarm","hot tub, recreation nearby, shopping nearby","clothes washer/dryer, dishwasher, range top, refrigerator, washer/dryer/fridge/stove/dishwasher",caulfeild,246 days,1138.0,r2717110,rebgv,95.57 feet,24164,2000,252.84,1.0,95,95,23.0,0,2,1,0,0,0
1375 Camridge Road,4988000,8425,,8.0,8.0,house,,freehold nonstrata,"electric,forced air,radiant","garage door opener, hot tub spa/swirlpool, security - roughed in, smoke alarm, vacuum - built in","hot tub, storage, swimming pool equipment","dishwasher, washer/dryer/fridge/stove/dishwasher",chartwell,250 days,798.0,r2716361,rebgv,94.40 feet,,1974,,1.0,,,49.0,0,3,0,0,1,0
5806 Eagle Island,5980000,25697,,5.0,4.0,house,,freehold nonstrata,natural gas,"garden, hot tub spa/swirlpool, jetted bathtub, vacuum - built in","marina nearby, recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",eagle harbour,254 days,2178.0,r2715436,rebgv,0.00 feet,,1972,,0.0,,,51.0,0,2,0,0,0,0
1144 Millstream Road,4580000,10662,,4.0,3.0,house,,freehold nonstrata,"baseboard,forced air,radiant","garage door opener, jetted bathtub, security system","recreation nearby, shopping nearby","in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",british properties,267 days,448.0,r2712687,rebgv,0.00 feet,22520,1966,0,1.0,0,0,57.0,0,3,0,0,1,0
705 St. Andrews Road,2990000,6016,,6.0,6.0,house,,undivided interest,,,,,british properties,268 days,3498.0,r2712870,rebgv,100.00 feet,21000,,210,1.0,100,100,,0,3,0,0,-1,0
4838 Meadfeild Close,2890000,7228,$300,4.0,2.0,house,,freehold strata,"forced air,natural gas","cul-de-sac, drapes/window coverings, fireplace insert, garage door opener, garden, security system, vacuum - built in",shopping nearby,"in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",caulfeild,94 days,886.0,r2746132,rebgv,224.00 feet,7530,1996,irregular,1.0,224,224,27.0,0,2,0,0,1,0
189 Stonegate Drive,2180000,6444,,5.0,2.0,house,,freehold nonstrata,"electric,forced air,propane gas","cul-de-sac, garage door opener, security system, vacuum - built in","golf course development, golf course nearby, playground, recreation nearby, storage","disposal - waste, microwave, washer/dryer/fridge/stove/dishwasher",furry creek,96 days,773.0,r2746015,rebgv,0.00 feet,,2003,,1.0,,,20.0,0,2,0,0,1,0
2228 Lythe Court,6680000,19658,,4.0,3.0,house,,freehold nonstrata,"forced air,natural gas","cul-de-sac, fireplace insert, garage door opener, hot tub spa/swirlpool, jetted bathtub, security system","air conditioning, central air conditioning",washer/dryer/fridge/stove/dishwasher,whitby estates,296 days,655.0,r2704581,rebgv,90.00 feet,12069,2001,133,1.0,90,90,22.0,0,2,0,0,1,0
593 St. Giles Road,2498800,5196,,4.0,2.0,house,,freehold nonstrata,"forced air,natural gas",,golf course nearby,washer/dryer/fridge/stove/dishwasher,glenmore,97 days,732.0,r2745469,rebgv,86.00 feet,14344,1959,155,0.0,86,86,64.0,0,3,0,0,-1,0
2765 Rosebery Avenue,5480000,13970,,5.0,7.0,house,,freehold nonstrata,"natural gas,radiant",cul-de-sac,"air conditioning, shopping nearby",washer/dryer/fridge/stove/dishwasher,queens,299 days,995.0,r2703619,rebgv,80.65 feet,12679,2014,160.00,1.0,80,80,9.0,0,2,1,0,0,0
1135 Millstream Road,4498000,7708,,4.0,3.0,house,,freehold nonstrata,forced air,,,washer/dryer/fridge/stove/dishwasher,british properties,99 days,227.0,r2745406,rebgv,100.00 feet,17780,1971,177,0.0,100,100,52.0,0,4,0,0,-1,0
1085 Palmerston Avenue,3980000,6095,,5.0,2.0,house,,freehold nonstrata,"hot water,natural gas","garden, oven - built in, security system","independent living, recreation nearby, shopping nearby, storage","in suite laundry, range top, refrigerator, washer/dryer/fridge/stove/dishwasher",british properties,99 days,587.0,r2745274,rebgv,99.00 feet,13118,1968,133,2.0,99,99,55.0,1,2,1,0,0,0
