1609 8333 Sweet Avenue,"$998,000",,,,,,,,,,,,,,,,,,,,,,
10471 Agassiz Court,"$3,580,000","$7,880",,5,5,house,,freehold nonstrata,2 storey,"natural gas,radiant","drapes/window coverings, garage door opener, security system, smoke alarm, sprinkler - fire, sprinkler - inground, storage shed",air conditioning,washer/dryer/fridge/stove/dishwasher,mcnair,104 days,597,r2744305,rebgv,109.84 feet,109 ft x 82 ft (9010 ft²),built in 2020 (3 yrs old),82.02,1
7480 Manning Court,"$4,390,000","$10,221",,5,4,house,,freehold nonstrata,2 storey,"natural gas,radiant","oven - built in, security system, sprinkler - inground, vaulted ceiling, wet bar",air conditioning,"microwave, washer/dryer/fridge/stove/dishwasher",broadmoor,65 days,1370,r2752454,rebgv,80.00 feet,11170 ft²,built in 2015 (8 yrs old),,3
2 9399 No. 2 Road,"$1,328,800",$0,$451,3,3,townhouse,,freehold strata,3 storey,geothermal,"pantry, smoke alarm",,"dishwasher, freezer, microwave, refrigerator, washer/dryer/fridge/stove/dishwasher",lackner,2 days,76,r2768817,rebgv,,,built in 2022 (1 yrs old),,0
10000 Blundell Road,"$2,980,000","$5,906",,8,7,house,,freehold nonstrata,2 storey,,,,,mclennan,106 days,536,r2743815,rebgv,0.00 feet,0 ft x 0 ft (18645 ft²),built in 2005 (18 yrs old),0,0
503 8155 Capstan Way,"$1,341,900","$2,778",$607,4,3,apt/condo,,freehold strata,1 storey,"forced air,heat pump","drapes/window coverings, elevator, garden, oven - built in, sprinkler - fire","air conditioning, exercise room, recreation nearby, sauna, shopping nearby","in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",west cambie,32 days,242,r2760689,rebgv,,,built in 2022 (1 yrs old),,0
116 8760 No. 1 Road,"$649,999","$1,313",$462,2,1,apt/condo,,freehold strata,"end unit,ground level unit","baseboard,hot water",elevator,"golf course nearby, recreation nearby, sauna, shopping nearby","in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",seafair,2 days,158,r2768738,rebgv,,,built in 1973 (50 yrs old),,1
5720 Woodwards Road,"$4,388,800","$6,386",,5,5,house,,freehold nonstrata,2 storey,"heat recovery ventilator, radiant","fireplace insert, garden, heat recovery ventilator, intercom, oven - built in, security system, sprinkler - fire","air conditioning, central air conditioning","in suite laundry, range top, refrigerator, washer/dryer/fridge/stove/dishwasher",lackner,32 days,932,r2760614,rebgv,66.00 feet,66 ft x 165 ft (10896 ft²),built in 2023 (0 yrs old),165.00,1
6011 Maple Road,"$2,298,888","$5,370",,5,1,house,,freehold nonstrata,2 storey,forced air,,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,woodwards,2 days,62,r2768416,rebgv,70.01 feet,70 ft x 148 ft (10369 ft²),built in 1968 (55 yrs old),148.16,2
711 5788 Gilbert Road,"$899,000",$0,$423,2,2,apt/condo,,freehold strata,1 storey,heat pump,"elevator, garden, security system","air conditioning, bike room, central air conditioning, exercise room","in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",brighouse,106 days,722,r2743791,rebgv,,,built in 2022 (1 yrs old),,0
1206 3268 Carscallen Road,"$1,049,900",$0,$426,2,2,apt/condo,,freehold strata,upper unit,"forced air,heat pump","garden, oven - built in","air conditioning, central air conditioning, exercise room, recreation nearby, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher",west cambie,97 days,482,r2745742,rebgv,,,built in 2021 (2 yrs old),,0
